"formula","tool","exit_status","exit_code","time","states","edges","transitions","acc","scc","nondet_states","nondet_aut","complete_aut","product_states","product_transitions","product_scc","automaton"
"F((a) & ((!(d)) U ((b) & (!(d)) & ((d) R ((c) | (d))))))","sd.ltl2ldba.yes","ok",0,0.758693,7,16,89,1,7,2,1,0,1400,23472,434,"HOA: v1 States: 7 Start: 0 AP: 4 ""c"" ""d"" ""b"" ""a"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc --BODY-- State: 0 [t] 0 [!1&3] 2 [0&!1&2&3] 3 [!0 | 1 | !2 | !3] 4 [!0&!1&3 | !1&!2&3] 5 [0&!1&2&3] 6 State: 1 {0} [t] 1 State: 2 [!1&!3] 2 [0&!1&2&!3] 3 [!0&!1&!3 | !1&!2&!3] 5 [0&!1&2&!3] 6 State: 3 [1] 1 [0&!1&!2] 3 State: 4 [0&!1&2&3] 6 State: 5 [0&!1&2&!3] 6 State: 6 {0} [0 | 1] 6 --END--"
"F((a) & ((!(d)) U ((b) & (!(d)) & ((d) R ((c) | (d))))))","sd.2-step.yes","ok",0,0.0226653,4,8,54,1,4,2,1,0,800,14233,7,"HOA: v1 States: 4 Start: 0 AP: 4 ""c"" ""d"" ""b"" ""a"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc semi-deterministic stutter-invariant inherently-weak --BODY-- State: 0 [t] 0 [0&!1&2&3] 1 [!1&3] 2 State: 1 [0&!1] 1 {0} [1] 3 State: 2 [0&!1&2&!3] 1 [!1&!3] 2 State: 3 [t] 3 {0} --END--"
"F((a) & ((!(d)) U ((b) & (!(d)) & ((d) R ((c) | (d))))))","cd.ltl2ldba.yes","ok",0,0.827355,7,25,140,1,4,3,1,0,1400,36980,15,"HOA: v1 States: 7 Start: 0 AP: 4 ""c"" ""d"" ""b"" ""a"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc --BODY-- State: 0 [1 | !3] 0 [0&!1&2&3] 2 [!0&!1&3 | !1&!2&3] 3 [!0&!1&3 | !1&!2&3] 4 [0&!1&2&3] 5 [1 | !3] 6 State: 1 {0} [t] 1 State: 2 [1] 1 [0&!1] 2 [!0&!1] 3 [!0&!1] 4 [0&!1] 5 State: 3 [1] 0 [0&!1&2] 2 [!0&!1 | !1&!2] 3 [!0&!1 | !1&!2] 4 [0&!1&2] 5 [1] 6 State: 4 [0&!1&!2] 4 [0&!1&2] 5 [1] 6 State: 5 {0} [0 | 1] 5 State: 6 [0&!1&!2&3] 4 [0&!1&2&3] 5 [0&!3 | 1] 6 --END--"
"F((a) & ((!(d)) U ((b) & (!(d)) & ((d) R ((c) | (d))))))","sd.nba2ldba.no","ok",0,0.350595,6,41,112,1,6,4,1,0,1200,29564,9,"HOA: v1 States: 6 Start: 0 AP: 4 ""c"" ""d"" ""b"" ""a"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc --BODY-- State: 0 [t] 0 [!1&3] 1 [0&!1&2&3] 2 [0&!1&2&3] 3 State: 1 [!1&!3] 1 [0&!1&2&!3] 2 [0&!1&2&!3] 3 State: 2 [0&!1] 2 [1] 4 [0&!1] 3 [1] 5 State: 3 {0} [0&!1&!2&!3] 3 [!0&1&!2&!3] 5 [0&1&!2&!3] 5 [0&!1&2&!3] 3 [!0&1&2&!3] 5 [0&1&2&!3] 5 [0&!1&!2&3] 3 [!0&1&!2&3] 5 [0&1&!2&3] 5 [0&!1&2&3] 3 [!0&1&2&3] 5 [0&1&2&3] 5 State: 4 [t] 4 [t] 5 State: 5 {0} [!0&!1&!2&!3] 5 [0&!1&!2&!3] 5 [!0&1&!2&!3] 5 [0&1&!2&!3] 5 [!0&!1&2&!3] 5 [0&!1&2&!3] 5 [!0&1&2&!3] 5 [0&1&2&!3] 5 [!0&!1&!2&3] 5 [0&!1&!2&3] 5 [!0&1&!2&3] 5 [0&1&!2&3] 5 [!0&!1&2&3] 5 [0&!1&2&3] 5 [!0&1&2&3] 5 [0&1&2&3] 5 --END--"
"F((a) & (F(b)) & (((c) & (X(((!(b)) U (d)) & ((b) R ((!(d)) | (G(e))))))) R (!(b))))","sd.seminator.no","ok",0,0.0252027,5,11,100,1,5,2,1,0,999,13465,38,"HOA: v1 States: 5 Start: 0 AP: 5 ""a"" ""b"" ""c"" ""d"" ""e"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc semi-deterministic inherently-weak --BODY-- State: 0 [t] 0 [0&!1] 1 [0&!1&2] 2 State: 1 [!0&!1] 1 [!0&!1&2] 2 State: 2 [!1&!2&!3] 2 [1&3&4] 3 [!1&3&4] 4 State: 3 {0} [4] 3 State: 4 [1&4] 3 [!1&4] 4 --END--"
"F((a) & (F(b)) & (((c) & (X(((!(b)) U (d)) & ((b) R ((!(d)) | (G(e))))))) R (!(b))))","cd.seminator.no","ok",0,0.0279249,5,12,120,1,4,2,1,0,999,16163,37,"HOA: v1 States: 5 Start: 0 AP: 5 ""a"" ""b"" ""c"" ""d"" ""e"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc semi-deterministic --BODY-- State: 0 ""{0}"" [!0 | 1] 0 [0&!1] 1 [0&!1&2] 2 State: 1 ""{01}"" [1] 0 [!1] 1 [!1&2] 2 State: 2 ""2"" [!1&!2&!3] 2 [1&3&4] 3 [!1&3&4] 4 State: 3 ""3"" {0} [4] 3 State: 4 ""4"" [1&4] 3 [!1&4] 4 --END--"
"F((a) & (F(b)) & (((c) & (X(((!(b)) U (d)) & ((b) R ((!(d)) | (G(e))))))) R (!(b))))","sd.nba2ldba.yes","ok",0,0.391593,5,11,100,1,5,2,1,0,999,13465,38,"HOA: v1 States: 5 Start: 0 AP: 5 ""a"" ""b"" ""c"" ""d"" ""e"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc --BODY-- State: 0 [t] 0 [0&!1] 1 [0&!1&2] 2 State: 1 [!0&!1] 1 [!0&!1&2] 2 State: 2 [!1&!2&!3] 2 [!1&3&4] 3 [1&3&4] 4 State: 3 [!1&4] 3 [1&4] 4 State: 4 {0} [4] 4 --END--"
"F((a) & (F(b)) & (((c) & (X(((!(b)) U (d)) & ((b) R ((!(d)) | (G(e))))))) R (!(b))))","cd.seminator.yes","ok",0,0.0279961,5,12,120,1,4,2,1,0,999,16163,37,"HOA: v1 States: 5 Start: 0 AP: 5 ""a"" ""b"" ""c"" ""d"" ""e"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc semi-deterministic --BODY-- State: 0 [!0 | 1] 0 [0&!1] 1 [0&!1&2] 2 State: 1 [1] 0 [!1] 1 [!1&2] 2 State: 2 [!1&!2&!3] 2 [1&3&4] 3 [!1&3&4] 4 State: 3 {0} [4] 3 State: 4 [1&4] 3 [!1&4] 4 --END--"
"F((a) & (F(b)) & (((c) & (X(((!(b)) U (d)) & ((b) R ((!(d)) | (G(e))))))) R (!(b))))","sd.ltl2ldba.no","ok",0,1.21453,19,86,544,1,19,7,1,0,3796,73470,1645,"HOA: v1 States: 19 Start: 0 AP: 5 ""a"" ""b"" ""c"" ""d"" ""e"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc --BODY-- State: 0 [!0&!1&!2] 0 [0&!1&!2] 1 [0&!1&!2] 0 [!0&1&!2] 0 [0&1&!2] 0 [!0&!1&2] 0 [0&!1&2] 2 [0&!1&2] 3 [0&!1&2] 4 [0&!1&2] 1 [0&!1&2] 0 [!0&1&2] 0 [0&1&2] 0 [!0&!1&!2] 10 [!0&!1&!2] 11 [0&!1&!2] 10 [0&!1&!2] 5 [0&!1&!2] 6 [0&!1&!2] 11 [!0&1&!2] 10 [!0&1&!2] 11 [0&1&!2] 10 [0&1&!2] 11 [!0&!1&2] 10 [!0&!1&2] 11 [0&!1&2] 7 [0&!1&2] 8 [0&!1&2] 10 [0&!1&2] 5 [0&!1&2] 9 [0&!1&2] 6 [0&!1&2] 11 [!0&1&2] 10 [!0&1&2] 11 [0&1&2] 10 [0&1&2] 11 State: 1 [!1&!2] 1 [!1&2] 2 [!1&2] 3 [!1&2] 4 [!1&2] 1 [!1&!2] 5 [!1&!2] 6 [!1&2] 7 [!1&2] 8 [!1&2] 5 [!1&2] 9 [!1&2] 6 State: 2 [!1&3&4] 15 [1&3&4] 12 [!1&3&4] 16 [!1&3&4] 14 [1&3&4] 13 [1&3&4] 14 State: 3 [!1&!3] 2 [!1&!3] 3 [!1&!3] 4 [!1&!3] 7 [!1&!3] 8 [!1&!3] 9 State: 4 [!1&4] 2 [!1&4] 4 [!1&4] 7 [!1&4] 9 State: 5 [!1] 5 State: 6 State: 7 [1&3&4] 13 {0} State: 8 State: 9 [!1&4] 18 State: 10 State: 11 [!0&!1] 11 State: 12 [4] 12 [4] 13 [4] 14 State: 13 [4] 13 {0} State: 14 [1&4] 13 {0} State: 15 [!1&4] 15 [1&4] 12 [!1&4] 16 [!1&4] 14 [1&4] 13 [1&4] 14 State: 16 [!1&4] 17 [1&4] 13 {0} State: 17 [!1&4] 17 [1&4] 13 {0} State: 18 [!1&!3&4] 18 [!1&3&4] 17 [1&3&4] 13 {0} --END--"
"F((a) & (F(b)) & (((c) & (X(((!(b)) U (d)) & ((b) R ((!(d)) | (G(e))))))) R (!(b))))","cd.ltl2ldba.no","ok",0,1.17662,27,462,1296,1,18,8,1,0,5345,172107,2198,"HOA: v1 States: 27 Start: 0 AP: 5 ""a"" ""b"" ""c"" ""d"" ""e"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc --BODY-- State: 0 [!0&!1&!2] 0 [0&!1&!2] 2 [!0&1&!2] 0 [0&1&!2] 0 [!0&!1&2] 0 [0&!1&2] 1 [!0&1&2] 0 [0&1&2] 0 [!0&!1&!2] 9 [!0&!1&!2] 10 [0&!1&!2] 11 [0&!1&!2] 8 [!0&1&!2] 9 [!0&1&!2] 10 [0&1&!2] 9 [0&1&!2] 10 [!0&!1&2] 9 [!0&!1&2] 10 [0&!1&2] 6 [0&!1&2] 7 [0&!1&2] 8 [!0&1&2] 9 [!0&1&2] 10 [0&1&2] 9 [0&1&2] 10 State: 1 [!1&!2&!3&!4] 1 [1&!2&!3&!4] 0 [!1&2&!3&!4] 1 [1&2&!3&!4] 0 [!1&!2&3&!4] 2 [1&!2&3&!4] 0 [!1&2&3&!4] 1 [1&2&3&!4] 0 [!1&!2&!3&4] 1 [1&!2&!3&4] 0 [!1&2&!3&4] 1 [1&2&!3&4] 0 [!1&!2&3&4] 3 [1&!2&3&4] 4 [!1&2&3&4] 5 [1&2&3&4] 4 [!1&!2&!3&!4] 6 [!1&!2&!3&!4] 7 [!1&!2&!3&!4] 8 [1&!2&!3&!4] 9 [1&!2&!3&!4] 10 [!1&2&!3&!4] 6 [!1&2&!3&!4] 7 [!1&2&!3&!4] 8 [1&2&!3&!4] 9 [1&2&!3&!4] 10 [!1&!2&3&!4] 11 [!1&!2&3&!4] 8 [1&!2&3&!4] 9 [1&!2&3&!4] 10 [!1&2&3&!4] 6 [!1&2&3&!4] 7 [!1&2&3&!4] 8 [1&2&3&!4] 9 [1&2&3&!4] 10 [!1&!2&!3&4] 6 [!1&!2&!3&4] 7 [!1&!2&!3&4] 8 [1&!2&!3&4] 9 [1&!2&!3&4] 10 [!1&2&!3&4] 6 [!1&2&!3&4] 7 [!1&2&!3&4] 8 [1&2&!3&4] 9 [1&2&!3&4] 10 [!1&!2&3&4] 11 [!1&!2&3&4] 12 [!1&!2&3&4] 8 [1&!2&3&4] 13 [1&!2&3&4] 9 [1&!2&3&4] 14 [1&!2&3&4] 10 [!1&2&3&4] 15 [!1&2&3&4] 7 [!1&2&3&4] 8 [1&2&3&4] 13 [1&2&3&4] 9 [1&2&3&4] 14 [1&2&3&4] 10 State: 2 [!1&!2] 2 [1&!2] 0 [!1&2] 1 [1&2] 0 [!1&!2] 11 [!1&!2] 8 [1&!2] 9 [1&!2] 10 [!1&2] 6 [!1&2] 7 [!1&2] 8 [1&2] 9 [1&2] 10 State: 3 [!1&!2&!4] 2 [1&!2&!4] 0 [!1&2&!4] 1 [1&2&!4] 0 [!1&!2&4] 3 [1&!2&4] 4 [!1&2&4] 5 [1&2&4] 4 [!1&!2&!4] 11 [!1&!2&!4] 8 [1&!2&!4] 9 [1&!2&!4] 10 [!1&2&!4] 6 [!1&2&!4] 7 [!1&2&!4] 8 [1&2&!4] 9 [1&2&!4] 10 [!1&!2&4] 11 [!1&!2&4] 12 [!1&!2&4] 8 [1&!2&4] 13 [1&!2&4] 9 [1&!2&4] 14 [1&!2&4] 10 [!1&2&4] 15 [!1&2&4] 7 [!1&2&4] 8 [1&2&4] 13 [1&2&4] 9 [1&2&4] 14 [1&2&4] 10 State: 4 [!0&!1&!2&!4] 0 [0&!1&!2&!4] 2 [!0&1&!2&!4] 0 [0&1&!2&!4] 0 [!0&!1&2&!4] 0 [0&!1&2&!4] 1 [!0&1&2&!4] 0 [0&1&2&!4] 0 [!0&!1&!2&4] 4 [0&!1&!2&4] 17 [!0&1&!2&4] 4 [0&1&!2&4] 4 [!0&!1&2&4] 4 [0&!1&2&4] 16 [!0&1&2&4] 4 [0&1&2&4] 4 [!0&!1&!2&!4] 9 [!0&!1&!2&!4] 10 [0&!1&!2&!4] 11 [0&!1&!2&!4] 8 [!0&1&!2&!4] 9 [!0&1&!2&!4] 10 [0&1&!2&!4] 9 [0&1&!2&!4] 10 [!0&!1&2&!4] 9 [!0&!1&2&!4] 10 [0&!1&2&!4] 6 [0&!1&2&!4] 7 [0&!1&2&!4] 8 [!0&1&2&!4] 9 [!0&1&2&!4] 10 [0&1&2&!4] 9 [0&1&2&!4] 10 [!0&!1&!2&4] 13 [!0&!1&!2&4] 9 [!0&!1&!2&4] 14 [!0&!1&!2&4] 10 [0&!1&!2&4] 20 [0&!1&!2&4] 11 [0&!1&!2&4] 19 [0&!1&!2&4] 8 [!0&1&!2&4] 13 [!0&1&!2&4] 9 [!0&1&!2&4] 14 [!0&1&!2&4] 10 [0&1&!2&4] 13 [0&1&!2&4] 9 [0&1&!2&4] 14 [0&1&!2&4] 10 [!0&!1&2&4] 13 [!0&!1&2&4] 9 [!0&!1&2&4] 14 [!0&!1&2&4] 10 [0&!1&2&4] 18 [0&!1&2&4] 19 [0&!1&2&4] 7 [0&!1&2&4] 8 [!0&1&2&4] 13 [!0&1&2&4] 9 [!0&1&2&4] 14 [!0&1&2&4] 10 [0&1&2&4] 13 [0&1&2&4] 9 [0&1&2&4] 14 [0&1&2&4] 10 State: 5 [!1&!2&!3&!4] 1 [1&!2&!3&!4] 0 [!1&2&!3&!4] 1 [1&2&!3&!4] 0 [!1&!2&3&!4] 2 [1&!2&3&!4] 0 [!1&2&3&!4] 1 [1&2&3&!4] 0 [!1&!2&!3&4] 5 [1&!2&!3&4] 4 [!1&2&!3&4] 5 [1&2&!3&4] 4 [!1&!2&3&4] 3 [1&!2&3&4] 4 [!1&2&3&4] 5 [1&2&3&4] 4 [!1&!2&!3&!4] 6 [!1&!2&!3&!4] 7 [!1&!2&!3&!4] 8 [1&!2&!3&!4] 9 [1&!2&!3&!4] 10 [!1&2&!3&!4] 6 [!1&2&!3&!4] 7 [!1&2&!3&!4] 8 [1&2&!3&!4] 9 [1&2&!3&!4] 10 [!1&!2&3&!4] 11 [!1&!2&3&!4] 8 [1&!2&3&!4] 9 [1&!2&3&!4] 10 [!1&2&3&!4] 6 [!1&2&3&!4] 7 [!1&2&3&!4] 8 [1&2&3&!4] 9 [1&2&3&!4] 10 [!1&!2&!3&4] 15 [!1&!2&!3&4] 7 [!1&!2&!3&4] 8 [1&!2&!3&4] 13 [1&!2&!3&4] 9 [1&!2&!3&4] 14 [1&!2&!3&4] 10 [!1&2&!3&4] 15 [!1&2&!3&4] 7 [!1&2&!3&4] 8 [1&2&!3&4] 13 [1&2&!3&4] 9 [1&2&!3&4] 14 [1&2&!3&4] 10 [!1&!2&3&4] 11 [!1&!2&3&4] 12 [!1&!2&3&4] 8 [1&!2&3&4] 13 [1&!2&3&4] 9 [1&!2&3&4] 14 [1&!2&3&4] 10 [!1&2&3&4] 15 [!1&2&3&4] 7 [!1&2&3&4] 8 [1&2&3&4] 13 [1&2&3&4] 9 [1&2&3&4] 14 [1&2&3&4] 10 State: 6 [!1&!2&!3&!4] 24 [1&!2&!3&!4] 22 [!1&2&!3&!4] 24 [1&2&!3&!4] 22 [!1&!2&3&!4] 23 [1&!2&3&!4] 22 [!1&2&3&!4] 24 [1&2&3&!4] 22 [!1&!2&!3&4] 24 [1&!2&!3&4] 22 [!1&2&!3&4] 24 [1&2&!3&4] 22 [!1&!2&3&4] 26 [1&!2&3&4] 25 {0} [!1&2&3&4] 26 [1&2&3&4] 25 {0} State: 7 State: 8 [!1] 8 State: 9 State: 10 [!0&!1] 10 [0&!1] 8 State: 11 State: 12 [!1&!2&!4] 23 [1&!2&!4] 22 [!1&2&!4] 24 [1&2&!4] 22 [!1&!2&4] 26 [1&!2&4] 25 {0} [!1&2&4] 26 [1&2&4] 25 {0} State: 13 [!0&!1&!2&!4] 22 [0&!1&!2&!4] 23 [!0&1&!2&!4] 22 [0&1&!2&!4] 22 [!0&!1&2&!4] 22 [0&!1&2&!4] 24 [!0&1&2&!4] 22 [0&1&2&!4] 22 [!0&!1&!2&4] 25 {0} [0&!1&!2&4] 25 {0} [!0&1&!2&4] 25 {0} [0&1&!2&4] 25 {0} [!0&!1&2&4] 25 {0} [0&!1&2&4] 25 {0} [!0&1&2&4] 25 {0} [0&1&2&4] 25 {0} State: 14 [!0&!1&4] 21 {0} [0&!1&4] 21 {0} State: 15 [!1&!2&!3&!4] 24 [1&!2&!3&!4] 22 [!1&2&!3&!4] 24 [1&2&!3&!4] 22 [!1&!2&3&!4] 23 [1&!2&3&!4] 22 [!1&2&3&!4] 24 [1&2&3&!4] 22 [!1&!2&!3&4] 26 [1&!2&!3&4] 25 {0} [!1&2&!3&4] 26 [1&2&!3&4] 25 {0} [!1&!2&3&4] 26 [1&!2&3&4] 25 {0} [!1&2&3&4] 26 [1&2&3&4] 25 {0} State: 16 [!1&!2&!3&!4] 1 [1&!2&!3&!4] 0 [!1&2&!3&!4] 1 [1&2&!3&!4] 0 [!1&!2&3&!4] 2 [1&!2&3&!4] 0 [!1&2&3&!4] 1 [1&2&3&!4] 0 [!1&!2&!3&4] 16 [1&!2&!3&4] 4 [!1&2&!3&4] 16 [1&2&!3&4] 4 [!1&!2&3&4] 17 [1&!2&3&4] 4 [!1&2&3&4] 16 [1&2&3&4] 4 [!1&!2&!3&!4] 6 [!1&!2&!3&!4] 7 [!1&!2&!3&!4] 8 [1&!2&!3&!4] 9 [1&!2&!3&!4] 10 [!1&2&!3&!4] 6 [!1&2&!3&!4] 7 [!1&2&!3&!4] 8 [1&2&!3&!4] 9 [1&2&!3&!4] 10 [!1&!2&3&!4] 11 [!1&!2&3&!4] 8 [1&!2&3&!4] 9 [1&!2&3&!4] 10 [!1&2&3&!4] 6 [!1&2&3&!4] 7 [!1&2&3&!4] 8 [1&2&3&!4] 9 [1&2&3&!4] 10 [!1&!2&!3&4] 18 [!1&!2&!3&4] 19 [!1&!2&!3&4] 7 [!1&!2&!3&4] 8 [1&!2&!3&4] 13 [1&!2&!3&4] 9 [1&!2&!3&4] 14 [1&!2&!3&4] 10 [!1&2&!3&4] 18 [!1&2&!3&4] 19 [!1&2&!3&4] 7 [!1&2&!3&4] 8 [1&2&!3&4] 13 [1&2&!3&4] 9 [1&2&!3&4] 14 [1&2&!3&4] 10 [!1&!2&3&4] 20 [!1&!2&3&4] 11 [!1&!2&3&4] 19 [!1&!2&3&4] 8 [1&!2&3&4] 13 [1&!2&3&4] 9 [1&!2&3&4] 14 [1&!2&3&4] 10 [!1&2&3&4] 18 [!1&2&3&4] 19 [!1&2&3&4] 7 [!1&2&3&4] 8 [1&2&3&4] 13 [1&2&3&4] 9 [1&2&3&4] 14 [1&2&3&4] 10 State: 17 [!1&!2&!4] 2 [1&!2&!4] 0 [!1&2&!4] 1 [1&2&!4] 0 [!1&!2&4] 17 [1&!2&4] 4 [!1&2&4] 16 [1&2&4] 4 [!1&!2&!4] 11 [!1&!2&!4] 8 [1&!2&!4] 9 [1&!2&!4] 10 [!1&2&!4] 6 [!1&2&!4] 7 [!1&2&!4] 8 [1&2&!4] 9 [1&2&!4] 10 [!1&!2&4] 20 [!1&!2&4] 11 [!1&!2&4] 19 [!1&!2&4] 8 [1&!2&4] 13 [1&!2&4] 9 [1&!2&4] 14 [1&!2&4] 10 [!1&2&4] 18 [!1&2&4] 19 [!1&2&4] 7 [!1&2&4] 8 [1&2&4] 13 [1&2&4] 9 [1&2&4] 14 [1&2&4] 10 State: 18 [!1&!2&!3&!4] 24 [1&!2&!3&!4] 22 [!1&2&!3&!4] 24 [1&2&!3&!4] 22 [!1&!2&3&!4] 23 [1&!2&3&!4] 22 [!1&2&3&!4] 24 [1&2&3&!4] 22 [!1&!2&!3&4] 25 {0} [1&!2&!3&4] 25 {0} [!1&2&!3&4] 25 {0} [1&2&!3&4] 25 {0} [!1&!2&3&4] 25 {0} [1&!2&3&4] 25 {0} [!1&2&3&4] 25 {0} [1&2&3&4] 25 {0} State: 19 [!1&4] 21 {0} State: 20 [!1&!2&!4] 23 [1&!2&!4] 22 [!1&2&!4] 24 [1&2&!4] 22 [!1&!2&4] 25 {0} [1&!2&4] 25 {0} [!1&2&4] 25 {0} [1&2&4] 25 {0} State: 21 [!1&4] 21 {0} State: 22 [!0&!1&!2&4] 22 [0&!1&!2&4] 23 [!0&1&!2&4] 22 [0&1&!2&4] 22 [!0&!1&2&4] 22 [0&!1&2&4] 24 [!0&1&2&4] 22 [0&1&2&4] 22 State: 23 [!1&!2&4] 23 [1&!2&4] 22 [!1&2&4] 24 [1&2&4] 22 State: 24 [!1&!3&4] 24 [1&!3&4] 22 [!1&3&4] 26 [1&3&4] 25 {0} State: 25 [4] 25 {0} State: 26 [!1&4] 26 [1&4] 25 {0} --END--"
"F((a) & (F(b)) & (((c) & (X(((!(b)) U (d)) & ((b) R ((!(d)) | (G(e))))))) R (!(b))))","cd.2-step.yes","ok",0,0.0279531,5,12,120,1,4,2,1,0,999,16163,37,"HOA: v1 States: 5 Start: 0 AP: 5 ""a"" ""b"" ""c"" ""d"" ""e"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc semi-deterministic --BODY-- State: 0 [!0 | 1] 0 [0&!1] 1 [0&!1&2] 2 State: 1 [1] 0 [!1] 1 [!1&2] 2 State: 2 [!1&!2&!3] 2 [1&3&4] 3 [!1&3&4] 4 State: 3 {0} [4] 3 State: 4 [1&4] 3 [!1&4] 4 --END--"
"F((a) & (F(b)) & (((c) & (X(((!(b)) U (d)) & ((b) R ((!(d)) | (G(e))))))) R (!(b))))","cd.2-step.no","ok",0,0.0259469,5,12,120,1,4,2,1,0,999,16163,37,"HOA: v1 States: 5 Start: 0 AP: 5 ""a"" ""b"" ""c"" ""d"" ""e"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc semi-deterministic --BODY-- State: 0 ""{0}"" [!0 | 1] 0 [0&!1] 1 [0&!1&2] 2 State: 1 ""{01}"" [1] 0 [!1] 1 [!1&2] 2 State: 2 ""2"" [!1&!2&!3] 2 [1&3&4] 3 [!1&3&4] 4 State: 3 ""3"" {0} [4] 3 State: 4 ""4"" [1&4] 3 [!1&4] 4 --END--"
"F((a) & (F(b)) & (((c) & (X(((!(b)) U (d)) & ((b) R ((!(d)) | (G(e))))))) R (!(b))))","sd.2-step.no","ok",0,0.0283412,5,11,100,1,5,2,1,0,999,13465,38,"HOA: v1 States: 5 Start: 0 AP: 5 ""a"" ""b"" ""c"" ""d"" ""e"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc semi-deterministic inherently-weak --BODY-- State: 0 [t] 0 [0&!1] 1 [0&!1&2] 2 State: 1 [!0&!1] 1 [!0&!1&2] 2 State: 2 [!1&!2&!3] 2 [1&3&4] 3 [!1&3&4] 4 State: 3 {0} [4] 3 State: 4 [1&4] 3 [!1&4] 4 --END--"
"F((a) & (F(b)) & (((c) & (X(((!(b)) U (d)) & ((b) R ((!(d)) | (G(e))))))) R (!(b))))","sd.seminator.yes","ok",0,0.0258476,5,11,100,1,5,2,1,0,999,13465,38,"HOA: v1 States: 5 Start: 0 AP: 5 ""a"" ""b"" ""c"" ""d"" ""e"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc semi-deterministic inherently-weak --BODY-- State: 0 [t] 0 [0&!1] 1 [0&!1&2] 2 State: 1 [!0&!1] 1 [!0&!1&2] 2 State: 2 [!1&!2&!3] 2 [1&3&4] 3 [!1&3&4] 4 State: 3 {0} [4] 3 State: 4 [1&4] 3 [!1&4] 4 --END--"
"F((a) & (F(b)) & (((c) & (X(((!(b)) U (d)) & ((b) R ((!(d)) | (G(e))))))) R (!(b))))","sd.ltl2ldba.yes","ok",0,0.863838,5,11,100,1,5,2,1,0,999,13465,38,"HOA: v1 States: 5 Start: 0 AP: 5 ""a"" ""b"" ""c"" ""d"" ""e"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc --BODY-- State: 0 [t] 0 [0&!1] 1 [0&!1&2] 2 State: 1 [!0&!1] 1 [!0&!1&2] 2 State: 2 [!1&!2&!3] 2 [1&3&4] 3 [!1&3&4] 4 State: 3 {0} [4] 3 State: 4 [1&4] 3 [!1&4] 4 --END--"
"F((a) & (F(b)) & (((c) & (X(((!(b)) U (d)) & ((b) R ((!(d)) | (G(e))))))) R (!(b))))","sd.2-step.yes","ok",0,0.0213765,5,11,100,1,5,2,1,0,999,13465,38,"HOA: v1 States: 5 Start: 0 AP: 5 ""a"" ""b"" ""c"" ""d"" ""e"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc semi-deterministic inherently-weak --BODY-- State: 0 [t] 0 [0&!1] 1 [0&!1&2] 2 State: 1 [!0&!1] 1 [!0&!1&2] 2 State: 2 [!1&!2&!3] 2 [1&3&4] 3 [!1&3&4] 4 State: 3 {0} [4] 3 State: 4 [1&4] 3 [!1&4] 4 --END--"
